title,vote_average,vote_count,overview
Ghost Rider,4.5,18,"With the help of student assistant Boris and stolen university equipment, Dr. Harry Wolper plans to clone his dead wife. But then he meets Meli, an egg donor for his experiment, and they fall in love. Faced with choosing between his deceased wife and Meli, Dr. Wolper sees his situation in a new light when Boris' own new love, Barbara, falls into a coma. Meanwhile, another professor tries shutting down the cloning project."
Ghost Rider,4,33,"Salesman Willy Loman is in a crisis. He's about to lose his job, he can't pay his bills, and his sons Biff and Happy don't respect him and can't seem to live up to their potential. He wonders what went wrong and how he can make things up to his family."
Monster Kingdom: Jewel Summoner,7.1,112,"A group of people are trapped in a West Berlin movie theater infested with ravenous demons who proceed to kill and possess the humans one-by-one, thereby multiplying their numbers."
Dogz,5.5,43,"The army of the Marauders, led by by King Terak and the witch Charal attack the Ewoks village. The parents and the brother of Cindel all die in this attack. Cindel and the Ewok Wicket escape and in a forrest they meet Teek a naughty and very fast animal. Teek takes them to a house in which a old man, Noa, lives. Like Cindel he also crashed with his Starcruiser on Endor. Together they fight Terak and Charal."
Inuyasha: Secret of the Divine Jewel,4,18,"Sixteen-year-old Michael Dunn arrives at St. Basil's Catholic Boys School in Brooklyn circa 1965. There, he befriends all of the misfits in his class as they collide with the repressive faculty and discover the opposite sex as they come of age."
Paperboy,6.7,18,"The planned reburial of a village elder goes awry as the corpse resurrects into a hopping, bloodthirsty vampire, threatening mankind. Therefore, a Taoist Priest and his two disciples attempt to stop the terror."
The Warriors,8.2,128,A virtuous Hong Kong police officer must clear his name after he is framed for murder.
God of War II,9.7,37,"A fictional account of the life of Japanese author Yukio Mishima told in four parts. The first three parts relate events in three of his novels: The temple of the Golden Pavilion, Kyoko's House, and Ranaway Horses. The last part depicts the events of 25th November 1970."
Crackdown [2007],8,9,"A group of drug runners/freedom fighters has kidnapped a busload of tourists in the Philippines and is threatening to kill them all if one of their partners is not released from prison and the government doesn't halt its anti-drug policies. To stop the criminals, a trio of specialist soldiers are called in. Even with all their training, will they be able to stop the terrorists when they begin killing hostages and turning loose their squads of attack midgets?"
Galactic Civilizations II: Dark Avatar,9,4,"Peter-No-Tail (Pelle Svanslös) is a cat who was born without a tail. He compensates this by studying hard and, much to the dismay of his arch-rival Magnus (Måns), he receives a fancy university degree very few cats in the university town Uppsala, Sweden have obtained. Peter is visited by his American relative Pelle Swanson who invites him to visit his new home country America - in the movie called Americat. There everything is bigger and everything seems possible."
March of the Penguins,4,160,"After a top-secret experiment misfires, a scientist may be the only man left alive in the world."
Totally Spies! 2: Undercover,4,180,"Two bumbling government employees think they are U.S. spies, only to discover that they are actually decoys for Nuclear War."
Totally Spies! 2: Undercover,4,91,"Weird yummy goo erupts from the earth and is discovered by a couple of miners. They taste it and decide to market it because it tastes so good. The American public literally eats up the new dessert sensation now known as the Stuff but, unfortunately, it takes over the brains of those who eat it, turning them into zombie-like creatures. It is up to ex-FBI agent David Rutherford and a kid named Jason to stop the spread of the mind-devouring dessert."
Princess Natasha: Student~Secret Agent~Princess,4.5,20,A Texan with a secret past (Gene Hackman) searches Europe with his son (Matt Dillon) after the KGB kidnaps his wife (Gayle Hunnicutt).
Warhammer: Battle for Atluma,6,13,"Second silver screen adaption of the Finnish war book by Väinö Linna. The story is based on Linna's experiences as an infantry man in the Finnish army during the so called ""Continuation War"" (1941-1944)."
Lost,6.5,31,"High school wrestler Louden Swain is a man obsessed , trying to shed 23 pounds in a dangerously short time and take on Shute, the undefeated, tough-as-nails 168-pound champion who's the best wrestler in the state. Matthew Modine stars as the mop-headed student undeterred in his Vision Quest...until a day a sexy drifter threatens to pin Louden and his dreams to the mat of unrequited love."
Gurumin: A Monstrous Adventure,8,30,"An expatriate Russian dancer is on a plane forced to land on Soviet territory. He is taken to an apartment in which a black American who has married a Russian woman lives with her. He is to become a dancer for the Bolshoi again, but he wishes to escape, but can he trust the American?"
Wii Play (Game & Wii Remote),5.5,20,"Inside the Blue Note nightclub one night in 1959 Paris, an aged, ailing jazzman coaxes an eloquent wail from his tenor sax. Outside, a young Parisian too broke to buy a glass of wine strains to hear those notes. Soon they will form a friendship that sparks a final burst of genius in director Bertrand Tavernier"
2 Xtreme,2.2,142,"One little ancient British village still holds out against the Roman invaders. Asterix and Obelix are invited to help. They must face fog, rain, warm beer and boiled boar with mint sauce, but they soon have Governor Encyclopaedius Britannicus's Romans declining and falling. Until a wild race for a barrel of magic potion lands them in the drink."
Ratchet & Clank: Size Matters,9,20,A small-town loser determines to have one more shot at the big time by winning a football game.
Heavy Weapon: Atomic Tank,7.3,20,"When Chicago firefighter Jack Moniker retires and moves to a small Caribbean island, he is befriended by the owner of a run-down resort. Together they renovate the resort and lure tourists to Club Paradise in an effort to fight off corrupt officials and businessmen who want to claim the resort as their own."
